title,year,certificate,duration,genre,rating,votes
BattleBots,(2015– ),,,"Action, Game-Show, Reality-TV",8.0,"1,662"
Rustin,(2023),,,"Biography, Drama, History",,
My Country: The New Age,(2019),,80 min,"Action, Drama, History",8.199999809265137,"1,961"
The Hater,(2020),TV-MA,135 min,"Drama, Thriller",7.099999904632568,"15,306"
Nimona,(2023),,,"Animation, Action, Adventure",,
Tremors II: Aftershocks,(1996 Video),PG-13,100 min,"Action, Comedy, Horror",5.900000095367432,"30,635"
Blackout,(VI) (2022),,91 min,"Action, Crime, Thriller",,
The Machine,(I) (2013),R,91 min,"Action, Drama, Sci-Fi",6.0,"31,332"
Trash Truck,(2020– ),TV-Y,,"Animation, Family",8.5,521
Voyeur,(II) (2017),TV-MA,95 min,"Documentary, Crime",6.099999904632568,"6,266"
Post Mortem: No One Dies in Skarnes,(2021– ),TV-MA,44 min,"Comedy, Drama, Thriller",7.099999904632568,"3,434"
The Noel Diary,(2022),,99 min,"Comedy, Drama, Romance",,
Doom of Love,(2022),TV-14,100 min,"Drama, Romance",4.900000095367432,"1,699"
Requiem,(2018),TV-MA,60 min,"Drama, Fantasy, Mystery",6.400000095367432,"6,717"
Hot Girls Wanted: Turned On,(2017),TV-MA,280 min,Documentary,6.599999904632568,"2,240"
Sam Morril: Same Time Tomorrow,(2022 TV Special),,43 min,Comedy,7.400000095367432,470
Trailer Park Boys: The Animated Series,(2019–2020),TV-MA,25 min,"Animation, Comedy",7.5,"3,061"
Mind Game,(I) (2004),,103 min,"Animation, Adventure, Comedy",7.699999809265137,"9,635"
Zero Chill,(2021),TV-G,35 min,"Comedy, Drama, Family",5.699999809265137,"1,457"
The InBESTigators,(2019– ),,,"Comedy, Crime, Family",8.199999809265137,865
Rosario Tijeras,(2016–2019),,43 min,"Action, Crime, Drama",6.099999904632568,355
Errementari,(2017),TV-MA,98 min,"Adventure, Fantasy, Horror",6.400000095367432,"11,964"
Wizards,(2020),TV-Y7-FV,233 min,"Animation, Action, Adventure",8.100000381469727,"3,797"
Elves,(2021– ),,24 min,"Drama, Fantasy, Horror",5.599999904632568,"4,251"
The Mire,(2018– ),TV-MA,50 min,"Crime, Drama, Thriller",7.0,"4,460"
Swedish Dicks,(2016–2018),TV-MA,30 min,"Comedy, Crime",6.699999809265137,"3,383"
A Very Secret Service,(2015–2018),,26 min,Comedy,7.699999809265137,"3,655"
JJ+E,(2021),TV-14,90 min,"Drama, Romance",5.300000190734863,"1,815"
Ugly,(2013),Not Rated,128 min,"Crime, Drama, Mystery",8.0,"22,068"
Four to Dinner,(2022),TV-MA,105 min,"Comedy, Romance",6.300000190734863,"3,248"
Put Your Head on My Shoulder,(2019),TV-14,45 min,"Comedy, Romance",8.100000381469727,"2,289"
Major Grom: Plague Doctor,(2021),TV-14,136 min,"Action, Crime",6.300000190734863,"12,216"
Palomino,,,,"Action, Adventure, Thriller",,
Gnome Alone,(2017),PG,85 min,"Animation, Adventure, Comedy",5.599999904632568,"3,596"
Sharknado 2: The Second One,(2014 TV Movie),TV-14,95 min,"Action, Adventure, Comedy",4.0,"19,381"
The Inheritance,(I) (2022),,,"Horror, Thriller",,
Edens Zero,(2021– ),TV-14,,"Animation, Action, Adventure",7.199999809265137,"1,437"
I'm No Longer Here,(2019),TV-MA,112 min,Drama,7.300000190734863,"8,099"
Stree,(2018),Not Rated,128 min,"Comedy, Horror",7.5,"33,919"
La Révolution,(2020),TV-14,,"Action, Adventure, Drama",6.599999904632568,"5,696"
Middle School: The Worst Years of My Life,(2016),PG,92 min,"Animation, Comedy, Family",6.0,"9,209"
Zapped,(2014 TV Movie),TV-G,102 min,"Comedy, Family, Fantasy",5.0,"5,519"
Bill Burr: Live at Red Rocks,(2022 TV Special),TV-MA,82 min,"Documentary, Comedy",7.699999809265137,"4,847"
Chosen,(2022),TV-MA,41 min,"Drama, Mystery, Sci-Fi",4.5,"1,324"
Father of the Year,(2018),TV-14,94 min,Comedy,5.199999809265137,"11,676"
Tag,(2015),,85 min,"Action, Drama, Fantasy",6.099999904632568,"7,063"
Toc Toc,(2017),TV-MA,90 min,Comedy,6.800000190734863,"19,253"
Wakfu,(2008–2017),TV-Y7-FV,24 min,"Animation, Action, Adventure",8.100000381469727,"1,549"
Mr. Roosevelt,(2017),R,90 min,Comedy,6.199999809265137,"3,437"
Rape Zombie: Lust of the Dead,(2012),Not Rated,73 min,Horror,3.700000047683716,983
Elvis Presley: The Searcher,(2018),TV-PG,205 min,"Documentary, Biography, Music",7.699999809265137,"2,427"
T-Rex Ranch,(2014– ),,,Family,5.599999904632568,42
Frontera Verde,(2019),,41 min,"Crime, Drama, Thriller",7.199999809265137,"2,590"
The Invisible Guardian,(2017),,129 min,"Crime, Thriller",6.400000095367432,"16,086"
Hope Gap,(2019),PG-13,100 min,"Drama, Romance",6.699999809265137,"5,127"
Sweet Virginia,(2017),R,93 min,"Action, Drama, Thriller",6.199999809265137,"10,866"
Tear Along the Dotted Line,(2021– ),TV-14,20 min,"Animation, Comedy, Drama",8.600000381469727,"8,453"
Dance of the 41,(2020),TV-MA,99 min,"Biography, Drama, History",6.800000190734863,"4,538"
Edge of Fear,(2018),Not Rated,91 min,"Action, Crime, Thriller",4.5,"3,257"
"My Teacher, My Obsession",(2018 TV Movie),TV-14,90 min,"Drama, Thriller",4.400000095367432,"2,407"
Mixtape,(II) (2021),TV-PG,93 min,"Comedy, Drama, Family",6.599999904632568,"3,525"
Holy Family,(2022– ),,,Drama,,
Sextuplets,(2019),TV-14,97 min,Comedy,4.400000095367432,"8,687"
The Good Detective,(2020),,60 min,"Action, Drama, Mystery",7.5,824
Sell Your Haunted House,(2021– ),,65 min,"Comedy, Fantasy, Horror",7.599999904632568,899
An Affair to Die For,(2019),TV-MA,82 min,"Horror, Thriller",4.800000190734863,"2,129"
Fever Dream,(2021),R,93 min,"Drama, Horror, Mystery",5.400000095367432,"2,006"
Florida Man,(2022– ),,,Drama,,
My Daughter's Killer,(2022),TV-MA,83 min,"Documentary, Crime",6.800000190734863,"1,359"
El Dragón: Return of a Warrior,(2019–2020),TV-MA,45 min,"Action, Adventure, Drama",6.800000190734863,"1,894"
David Attenborough: A Life on Our Planet,(2020),PG,83 min,"Documentary, Biography",8.899999618530273,"32,001"
22 Bullets,(2010),Not Rated,117 min,"Action, Crime, Drama",6.599999904632568,"34,971"
Red Dot,(2021),TV-MA,86 min,"Drama, Horror, Thriller",5.5,"13,476"
The Chef Show,(2019– ),TV-14,30 min,Documentary,8.199999809265137,"5,174"
Hamlet,(VIII),,,Comedy,,
Wheelman,(2017),TV-MA,82 min,"Action, Crime, Thriller",6.400000095367432,"20,704"
Midnight Diner: Tokyo Stories,(2016–2019),TV-14,24 min,Drama,8.399999618530273,"4,238"
Ask the StoryBots,(2016–2019),TV-Y,24 min,"Animation, Adventure, Comedy",8.399999618530273,904
The Hookup Plan,(2018–2022),TV-MA,27 min,"Comedy, Romance",7.099999904632568,"5,465"
Winchester '73,(1950),Passed,92 min,"Action, Drama, Western",7.599999904632568,"20,016"
Mother's Love,(2022),TV-MA,110 min,Comedy,5.800000190734863,"2,919"
Hoops,(2020),TV-MA,25 min,"Animation, Comedy, Sport",6.0,"6,367"
The Boss Baby: Back in Business,(2018–2021),TV-Y7,25 min,"Animation, Adventure, Comedy",6.400000095367432,"3,810"
Angels of Death,(2018),TV-14,24 min,"Animation, Adventure, Horror",6.400000095367432,"2,152"
Youth of May,(2021– ),,65 min,"Drama, History, Romance",8.399999618530273,"1,313"
Family Business,(2019–2021),TV-MA,,Comedy,7.400000095367432,"4,180"
Knights of the Zodiac,(1986–1989),TV-PG,24 min,"Animation, Action, Adventure",8.399999618530273,"10,092"
Centaur,(2022),TV-MA,89 min,"Action, Adventure, Crime",5.300000190734863,"1,164"
The Perfect Host,(2010),R,93 min,"Comedy, Crime, Thriller",6.699999809265137,"27,105"
Father Christmas Is Back,(2021),PG-13,105 min,Comedy,4.5,"5,701"
Out of My League,(2020),TV-MA,91 min,"Comedy, Drama, Romance",6.099999904632568,"2,856"
Think Like a Dog,(2020),PG,91 min,"Comedy, Drama, Family",5.099999904632568,"1,838"
W/Bob and David,(2015),TV-MA,30 min,Comedy,7.300000190734863,"4,363"
Mieruko-chan,(2021– ),TV-14,24 min,"Animation, Comedy, Fantasy",7.199999809265137,"1,647"
The Irregular at Magic High School,(2014– ),TV-14,22 min,"Animation, Action, Drama",7.099999904632568,"3,455"
The Princess Switch 3,(2021),TV-PG,106 min,"Comedy, Drama, Family",5.5,"5,921"
Benji,(I) (2018),TV-PG,87 min,"Crime, Drama, Family",6.300000190734863,"4,861"
Nobody Sleeps in the Woods Tonight 2,(2021),TV-MA,96 min,"Comedy, Horror, Thriller",3.9000000953674316,"3,814"
A Fortunate Man,(2018),TV-14,162 min,"Drama, Romance",7.199999809265137,"6,337"
Ricky Gervais: SuperNature,(2022 TV Special),TV-MA,64 min,Comedy,7.599999904632568,"18,412"
Colin in Black & White,(2021),TV-14,30 min,"Biography, Drama, Sport",5.699999809265137,"7,374"
Órbita 9,(2017),TV-14,95 min,"Drama, Romance, Sci-Fi",5.900000095367432,"7,830"
Violetta,(2012–2015),TV-G,45 min,"Drama, Family, Music",5.099999904632568,"2,489"
Sounds Like Love,(2021),TV-MA,110 min,"Comedy, Music, Romance",5.400000095367432,"2,252"
Homesick,(2015),,106 min,Drama,5.5,"1,470"
Dragon Quest: The Adventure of Dai,(2020– ),,24 min,"Animation, Action, Adventure",8.0,884
Jungle Beat: The Movie,(2020),G,88 min,"Animation, Adventure, Comedy",5.400000095367432,"1,058"
The Trap,(III) (2019),,90 min,Comedy,4.300000190734863,"1,701"
Beef,,,30 min,"Comedy, Drama",,
Haereul poomeun dal,(2012),TV-Y,,"Drama, Fantasy, Romance",8.0,"2,712"
The Crowned Clown,(2019),,80 min,"Drama, History, Romance",8.0,"1,013"
Heaven Official's Blessing,(2020– ),TV-14,,Animation,8.199999809265137,"1,580"
The Trip,(2010–2020),TV-14,172 min,Comedy,8.0,"7,652"
The Devil Inside,(2012),R,83 min,Horror,4.199999809265137,"36,124"
Gate,(2015–2016),TV-14,24 min,"Animation, Action, Adventure",7.5,"3,509"
Kaos,,,60 min,"Comedy, Drama, Fantasy",,
Magic: The Gathering,(2022– ),TV-MA,,"Animation, Action, Adventure",,
Paddleton,(2019),TV-MA,89 min,"Comedy, Drama",7.099999904632568,"13,991"
Bullsh*t the Game Show,(2022– ),TV-14,30 min,"Game-Show, Reality-TV",6.099999904632568,812
Ad Vitam,(2018),,60 min,"Crime, Drama, Mystery",6.300000190734863,"1,737"
Most Dangerous Game,,,,Comedy,,
Headshot,(II) (2016),Not Rated,118 min,"Action, Drama, Thriller",6.300000190734863,"14,960"
Bolívar: Una lucha admirable,(2019),TV-MA,52 min,"Action, Biography, Drama",7.300000190734863,774
Holiday in the Wild,(2019),TV-PG,85 min,"Comedy, Drama, Romance",6.099999904632568,"15,348"
Clean with Passion for Now,(2017–2019),,70 min,"Comedy, Romance",7.0,"1,568"
Rurouni Kenshin: Trust and Betrayal,(1999),TV-MA,118 min,"Animation, Action, Adventure",8.600000381469727,"14,840"
F*ck Love Too,(2022),TV-MA,92 min,"Comedy, Romance",3.799999952316284,"1,142"
Old Enough!,(1990– ),,,Documentary,8.100000381469727,766
Somewhere Between,(2017),TV-14,41 min,"Drama, Mystery, Sci-Fi",6.199999809265137,"6,040"
White Hot: The Rise & Fall of Abercrombie & Fitch,(2022),TV-14,88 min,Documentary,5.699999809265137,"4,453"
Stove League,(2019–2020),,60 min,"Drama, Sport",8.300000190734863,918
Luis Miguel: The Series,(2018–2021),TV-MA,60 min,"Biography, Drama, History",8.0,"4,729"
The Tatami Galaxy,(2010),TV-14,253 min,"Animation, Comedy, Drama",8.399999618530273,"4,167"
Sort Of,(2021– ),TV-MA,30 min,"Comedy, Drama",6.800000190734863,"1,278"
Unrecorded Night,,,,"Drama, Mystery",,
Saving Zoë,(2019),R,95 min,"Crime, Drama, Mystery",5.300000190734863,"2,090"
Hache,(2019–2021),TV-MA,50 min,"Crime, Drama, Thriller",6.5,"1,675"
The Hurricane Heist,(2018),PG-13,103 min,"Action, Adventure, Crime",5.099999904632568,"20,847"
Two,(2021),TV-MA,70 min,"Drama, Mystery, Thriller",4.300000190734863,"4,482"
LBJ,(2016),R,98 min,"Biography, Drama, History",6.5,"6,872"
Yummy,(2019),Not Rated,88 min,"Comedy, Horror",5.900000095367432,"5,264"
Vivy: Fluorite Eye's Song,(2021– ),TV-MA,25 min,"Animation, Action, Adventure",8.100000381469727,"3,128"
The Scorpion King 3: Battle for Redemption,(2012 Video),PG-13,105 min,"Action, Fantasy",3.700000047683716,"8,657"
The Deep,(2015– ),TV-Y7,22 min,"Animation, Action, Adventure",7.800000190734863,698
Dragon's Dogma,(2020– ),TV-MA,,"Animation, Action, Adventure",6.300000190734863,"3,585"
A Christmas Prince,(2017),TV-PG,92 min,"Comedy, Family, Romance",5.800000190734863,"19,687"
Forgiven,(2016),TV-14,79 min,"Drama, Family, Thriller",3.799999952316284,224
How I Fell in Love with a Gangster,(2022),TV-MA,185 min,"Crime, Drama",6.0,"2,350"
The Yin-Yang Master: Dream of Eternity,(2020),PG-13,132 min,"Action, Drama, Fantasy",6.400000095367432,"4,847"
The Lost Pirate Kingdom,(2021– ),TV-MA,43 min,"Documentary, Adventure, Drama",6.599999904632568,"2,880"
The Hard Way,(2019),Not Rated,92 min,"Action, Thriller",4.800000190734863,"3,328"
Unbreakable Kimmy Schmidt: Kimmy vs the Reverend,(2020 TV Movie),TV-14,80 min,"Adventure, Comedy, Mystery",6.900000095367432,"5,514"
Pandora,(2016),Not Rated,136 min,"Action, Drama, Thriller",6.599999904632568,"7,572"
Camp Lazlo!,(2005–2022),TV-Y7,30 min,"Animation, Short, Adventure",6.400000095367432,"9,971"
Halftime,(2022),TV-MA,95 min,"Documentary, Biography, Music",6.5,"4,643"
Word of Honor,(2021– ),TV-14,45 min,"Action, Drama, Fantasy",8.600000381469727,"3,047"
Uglies,,,,"Action, Adventure, Drama",,
Power Rangers Megaforce,(2013–2014),TV-Y7,24 min,"Action, Adventure, Family",5.599999904632568,"1,681"
Catfight,(I) (2016),Not Rated,95 min,"Action, Comedy, Drama",5.900000095367432,"6,477"
My Wonderful Life,(2021),,99 min,"Comedy, Drama, Romance",5.900000095367432,701
When Angels Sleep,(2018),TV-MA,91 min,"Adventure, Drama, Horror",5.5,"3,731"
Copenhagen,(2014),Not Rated,98 min,"Adventure, Drama, Romance",7.0,"13,318"
Tomorrow Is Forever,(1946),Not Rated,104 min,"Drama, Romance, War",7.300000190734863,"2,637"
Fake or Fortune,(2010– ),,63 min,Documentary,8.600000381469727,590
Beauty,(2022),R,95 min,"Drama, Romance",4.0,587
42 Days of Darkness,(2022– ),TV-MA,45 min,"Crime, Drama, Mystery",6.5,"1,200"
Ju-on: Origins,(2020),TV-MA,30 min,"Drama, Horror, Mystery",6.099999904632568,"4,632"
The Scary House,(2020),,100 min,"Horror, Mystery, Thriller",5.400000095367432,"3,943"
Playing with Fire,(2019),TV-MA,43 min,Drama,5.900000095367432,"1,018"
Pets United,(2019),TV-Y7,89 min,"Animation, Adventure, Comedy",3.700000047683716,"2,803"
The Body,(II) (2019),,101 min,"Mystery, Thriller",5.400000095367432,"3,498"
2gether,(2020),,50 min,"Comedy, Drama, Romance",7.699999809265137,"3,556"
The Skin of the Wolf,(2017),TV-14,110 min,Drama,5.800000190734863,"3,155"
"The Mind, Explained",(2019– ),TV-14,20 min,Documentary,8.0,"5,404"
Tales of the City,(1993),Unrated,360 min,"Drama, Mystery, Romance",8.300000190734863,"4,085"
Ravenous,(2017),TV-MA,104 min,"Action, Adventure, Drama",5.800000190734863,"9,349"
Cells at Work!,(2018– ),TV-14,24 min,"Animation, Action, Comedy",7.5,"2,345"
True Memoirs of an International Assassin,(2016),TV-14,98 min,"Action, Comedy, Crime",5.900000095367432,"23,068"
After Porn Ends 3,(2018),TV-MA,86 min,Documentary,5.400000095367432,"1,656"
Justice Served,(2022– ),Unrated,40 min,"Crime, Drama, Thriller",4.699999809265137,460
Happy New Year,(I) (2014),Not Rated,180 min,"Action, Comedy, Crime",4.900000095367432,"37,421"
Palm Trees in the Snow,(2015),,163 min,"Drama, Romance",7.300000190734863,"11,891"
Meenakshi Sundareshwar,(2021),TV-14,140 min,"Comedy, Romance",7.0,"17,592"
Irreplaceable You,(2018),TV-MA,96 min,"Comedy, Drama, Romance",6.400000095367432,"9,740"
I Still See You,(2018),PG-13,98 min,"Fantasy, Horror, Sci-Fi",5.800000190734863,"10,264"
Search: WWW,(2019),,70 min,"Drama, Romance",7.800000190734863,"1,463"
Shock Treatment,(1973),,91 min,"Crime, Drama, Horror",6.099999904632568,"1,535"
Clinical,(2017),,104 min,"Horror, Thriller",5.099999904632568,"8,222"
#BlackAF,(2020),TV-MA,36 min,Comedy,6.699999809265137,"4,887"
"Crack: Cocaine, Corruption & Conspiracy",(2021),TV-MA,89 min,"Documentary, Crime, History",6.699999809265137,"3,423"
Prank Encounters,(2019– ),TV-MA,24 min,"Comedy, Horror, Reality-TV",5.199999809265137,"2,813"
Castlevania: Nocturne,,TV-MA,,"Animation, Action, Adventure",,
Houdini,(2014),TV-14,174 min,"Biography, Drama",7.300000190734863,"11,768"
Turn Up Charlie,(2019),TV-MA,30 min,"Comedy, Music",7.0,"7,511"
Two Distant Strangers,(2020),Not Rated,32 min,"Short, Drama, Sci-Fi",6.900000095367432,"15,331"
Yasamayanlar,(2018),TV-MA,60 min,"Drama, Fantasy",4.800000190734863,"3,325"
The Lizzie Borden Chronicles,(2015),,337 min,"Biography, Crime, Drama",6.900000095367432,"4,195"
Twilight of the Gods,,,,"Animation, Action, Adventure",,
Truth or Die,(II) (2012),Not Rated,96 min,"Horror, Mystery",5.599999904632568,"9,562"
Coco Before Chanel,(2009),PG-13,105 min,"Biography, Drama",6.599999904632568,"40,694"
The Gruffalo,(2009 TV Movie),Not Rated,27 min,"Animation, Family, Fantasy",7.5,"6,977"
The Princess Switch,(2018),TV-PG,101 min,"Comedy, Drama, Family",6.0,"28,116"
The Curious Creations of Christine McConnell,(2018),TV-PG,26 min,"Comedy, Horror, Talk-Show",7.699999809265137,"2,432"
The Time It Takes,(2021– ),TV-MA,10 min,"Short, Drama, Romance",7.099999904632568,"1,394"
Bard of Blood,(2019– ),TV-MA,45 min,"Action, Adventure, Drama",6.800000190734863,"13,114"
Shirley,(2023),,,"Biography, Drama, History",,
Some Assembly Required,(2014–2016),TV-G,,"Comedy, Family",4.400000095367432,980
Nayattu,(2021),,124 min,"Crime, Thriller",8.100000381469727,"7,255"
Gladbeck: The Hostage Crisis,(2022),TV-MA,91 min,"Documentary, Crime",7.5,"2,171"
Rocco,(2016),TV-MA,105 min,Documentary,5.699999809265137,"4,101"
The Princess Switch: Switched Again,(2020),TV-G,96 min,"Comedy, Drama, Family",5.400000095367432,"11,579"
Out in the Dark,(2012),Not Rated,96 min,"Crime, Drama, Romance",7.5,"8,553"
The Laws of the Border,(2021),TV-MA,127 min,"Action, Adventure, Crime",6.900000095367432,"4,161"
The 1st Shop of Coffee Prince,(2007),,55 min,"Comedy, Drama, Romance",8.199999809265137,"5,541"
Xtreme,(2021),TV-MA,111 min,"Action, Crime, Drama",5.800000190734863,"4,436"
Hell and Back,(2015),R,86 min,"Animation, Adventure, Comedy",5.300000190734863,"5,061"
D.B. Cooper: Where Are You?!,(2022),TV-14,169 min,"Documentary, Crime",5.400000095367432,"2,440"
The Boulet Brothers' Dragula,(2016– ),TV-MA,48 min,"Game-Show, Horror, Reality-TV",7.900000095367432,"1,217"
The Brothers Sun,(2023– ),,,"Action, Comedy, Drama",,
Ferry,(2021),TV-MA,106 min,"Action, Crime, Drama",7.0,"11,080"
Encounter,(2018–2019),,60 min,"Drama, Romance",7.599999904632568,"1,655"
Go Karts,(2020),,102 min,"Family, Sport",5.900000095367432,"3,010"
Ajeeb Daastaans,(2021),TV-MA,142 min,"Drama, Romance",6.699999809265137,"5,839"
O sabor das margaridas,(2018–2020),,70 min,"Drama, Thriller",7.199999809265137,"3,541"
A Wonderful Sight,(2021),,70 min,"Action, Comedy, Thriller",7.0,678
Bodies,,,60 min,"Crime, Drama, Thriller",,
Haganai: I Don't Have Many Friends,(2011– ),TV-MA,25 min,"Animation, Comedy, Drama",7.0,"2,382"
Rebel Ridge,,,,"Action, Thriller",,
Law School,(2021– ),,65 min,"Crime, Drama, Mystery",8.0,"2,282"
Scaredy Cats,(2021– ),TV-G,,"Comedy, Family, Fantasy",6.400000095367432,368
Johnny Test,(2005–2014),TV-Y7,30 min,"Animation, Action, Adventure",5.099999904632568,"8,436"
Death to 2021,(2021 TV Special),TV-MA,60 min,Comedy,6.300000190734863,"14,757"
The Photographer of Mauthausen,(2018),TV-MA,110 min,"Biography, Drama, History",6.699999809265137,"10,950"
Anatomy of a Love Seen,(2014),Not Rated,80 min,"Drama, Romance",4.699999809265137,"2,620"
The Assistant,(2022),,124 min,"Action, Thriller",5.5,258
The Tree of Blood,(2018),TV-MA,130 min,Drama,6.300000190734863,"3,054"
The Andy Warhol Diaries,(2022),TV-MA,395 min,Documentary,7.699999809265137,"2,055"
A Muse,(2012),,129 min,"Drama, Romance",6.599999904632568,"2,186"
Home for Christmas,(2019–2020),TV-MA,29 min,"Comedy, Drama, Romance",7.699999809265137,"13,956"
Bad Sport,(2021– ),TV-MA,55 min,"Documentary, Crime, Mystery",7.300000190734863,"2,332"
Ridley Jones,(2021– ),TV-Y,27 min,"Animation, Adventure, Comedy",4.800000190734863,266
Back to 15,(2022– ),TV-14,40 min,"Comedy, Drama",6.699999809265137,741
"Sex, Love & Goop",(2021– ),TV-MA,,"Comedy, Romance, Talk-Show",4.800000190734863,794
Mindhorn,(2016),TV-MA,89 min,"Comedy, Thriller",6.300000190734863,"12,866"
Trigger Warning,(2022),,,"Action, Thriller",,
Soil,(2021– ),TV-MA,45 min,"Comedy, Drama",7.199999809265137,795
Ku'damm 56,(2016),,100 min,Drama,7.599999904632568,"2,199"
Vampire in the Garden,(2022– ),TV-14,25 min,"Animation, Action, Adventure",6.699999809265137,"1,117"
Why Are You Like This,(2018– ),,,Comedy,6.5,"1,602"
