show_id,type,title,country,date_added,release_year,rating,duration,listed_in
s5851,TV Show,Strong,United States,2018-10-01,2016,TV-14,1 Season,Reality TV
s5852,TV Show,Strong Girl Bong-soon,South Korea,2019-11-24,2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, Korean TV Shows"
s5855,TV Show,Strongest Deliveryman,South Korea,2020-11-23,2017,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s5856,TV Show,Strongland,,2019-01-18,2018,TV-PG,1 Season,"Docuseries, International TV Shows"
s5863,TV Show,Stunt Science,United Kingdom,2018-10-15,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Reality TV"
s5865,TV Show,Styling Hollywood,,2019-08-30,2019,TV-14,1 Season,Reality TV
s5868,TV Show,Suburra: Blood on Rome,Italy,2020-10-30,2020,TV-MA,3 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
s5871,TV Show,Sudden,Singapore,2017-10-01,2013,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s5874,TV Show,Sugar Rush,United States,2020-07-31,2020,TV-PG,3 Seasons,Reality TV
s5875,TV Show,Sugar Rush Christmas,United States,2020-11-27,2020,TV-14,2 Seasons,Reality TV
s5878,TV Show,Suits,South Korea,2019-12-01,2018,TV-MA,1 Season,"International TV Shows, Korean TV Shows, TV Comedies"
s5881,TV Show,Summertime,Italy,2020-04-29,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s5884,TV Show,Sunderland 'Til I Die,United Kingdom,2020-04-01,2020,TV-MA,2 Seasons,"British TV Shows, Docuseries, International TV Shows"
s5886,TV Show,Sunny Bunnies,Belarus,2020-07-15,2016,TV-Y,2 Seasons,"British TV Shows, Kids' TV, TV Comedies"
s5888,TV Show,Super Bheem,India,2019-06-28,2019,TV-Y,1 Season,Kids' TV
s5892,TV Show,Super Drags,Brazil,2018-11-09,2018,TV-MA,1 Season,"International TV Shows, TV Comedies"
s5893,TV Show,Super Monsters,,2019-10-04,2019,TV-Y,3 Seasons,Kids' TV
s5897,TV Show,Super Monsters Monster Party,,2018-09-14,2018,TV-Y,1 Season,Kids' TV
s5898,TV Show,Super Monsters Monster Pets,United States,2019-06-07,2019,TV-Y,1 Season,Kids' TV
s5906,TV Show,Super Wings,"United States, South Korea, China",2020-12-01,2020,TV-Y,3 Seasons,"Kids' TV, Korean TV Shows"
s5909,TV Show,Supergirl,United States,2020-05-25,2019,TV-14,5 Seasons,"TV Action & Adventure, TV Sci-Fi & Fantasy"
s5912,TV Show,Supermarket Sweep,United States,2020-07-02,1993,TV-G,1 Season,Reality TV
s5913,TV Show,Supernatural,"United States, Canada",2020-06-05,2019,TV-14,15 Seasons,"Classic & Cult TV, TV Action & Adventure, TV Horror"
s5914,TV Show,SuperNature: Wild Flyers,United Kingdom,2017-03-01,2016,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
s5922,TV Show,Surviving Death,United States,2021-01-06,2021,TV-MA,1 Season,"Docuseries, Reality TV"
s5923,TV Show,Surviving Escobar - Alias JJ,,2017-08-01,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s5924,TV Show,Surviving R. Kelly,United States,2019-09-15,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s5925,TV Show,Surviving R. Kelly Part II: The Reckoning,United States,2020-04-13,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s5927,TV Show,Survivor,United States,2020-11-15,2014,TV-14,2 Seasons,Reality TV
s5935,TV Show,Swami Baba Ramdev: The Untold Story,,2018-05-01,2018,TV-14,1 Season,"International TV Shows, TV Dramas"
s5939,TV Show,Sweet Magnolias,United States,2020-05-19,2020,TV-14,1 Season,"Romantic TV Shows, TV Dramas"
s5944,TV Show,Switched,Japan,2018-08-01,2018,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
s5945,TV Show,Sword Art Online,Japan,2020-10-01,2018,TV-MA,3 Seasons,"Anime Series, International TV Shows"
s5946,TV Show,Sword Art Online Alternative: Gun Gale Online,Japan,2019-02-01,2018,TV-MA,1 Season,"Anime Series, International TV Shows"
s5950,TV Show,SWORDGAI The Animation,Japan,2018-07-30,2018,TV-MA,2 Seasons,"Anime Series, International TV Shows"
s5952,TV Show,Sym-Bionic Titan,United States,2019-12-15,2010,TV-PG,1 Season,Kids' TV
s5956,TV Show,Tabula Rasa,Belgium,2018-03-15,2017,TV-MA,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
s5957,TV Show,Taco Chronicles,United States,2020-09-15,2020,TV-MA,2 Seasons,"Docuseries, International TV Shows, Reality TV"
s5959,TV Show,Taj Mahal 1989,India,2020-02-14,2020,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s5962,TV Show,Take My Brother Away,China,2018-08-24,2018,TV-14,1 Season,"International TV Shows, TV Comedies, TV Dramas"
s5966,TV Show,Taken,"France, United States",2019-01-12,2018,TV-14,2 Seasons,"Crime TV Shows, TV Action & Adventure, TV Thrillers"
s5968,TV Show,Takki,Saudi Arabia,2020-08-15,2014,TV-14,2 Seasons,"International TV Shows, TV Dramas"
s5971,TV Show,Tales by Light,Australia,2019-01-05,2018,TV-14,3 Seasons,"Docuseries, International TV Shows, Science & Nature TV"
s5973,TV Show,Tales of the City,United States,2019-06-07,2019,TV-MA,1 Season,TV Dramas
s5974,TV Show,Tales of the City (1993),"United Kingdom, United States",2019-06-28,1993,TV-MA,1 Season,TV Dramas
s5975,TV Show,Talking Tom and Friends,Cyprus,2020-02-15,2017,TV-Y,1 Season,"Kids' TV, TV Comedies"
s5981,TV Show,Tango,Lebanon,2019-04-03,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s5996,TV Show,Tayee,Egypt,2019-02-05,2018,TV-MA,1 Season,"International TV Shows, TV Dramas"
s5999,TV Show,Tayo the Little Bus,South Korea,2019-07-01,2014,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows"
s6004,TV Show,Team Kaylie,United States,2020-02-03,2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies"
s6006,TV Show,Teasing Master Takagi-san,Japan,2019-12-06,2019,TV-PG,1 Season,"Anime Series, International TV Shows, Romantic TV Shows"
s6010,TV Show,Teen Mom 2,United States,2020-12-15,2011,TV-14,2 Seasons,Reality TV
s6012,TV Show,Teenage Bounty Hunters,United States,2020-08-14,2020,TV-MA,1 Season,"Crime TV Shows, TV Comedies, TV Dramas"
s6024,TV Show,Teresa,Mexico,2017-12-31,2010,TV-PG,1 Season,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s6029,TV Show,Terrace House: Aloha State,"United States, Japan",2017-09-26,2017,TV-14,4 Seasons,"International TV Shows, Reality TV"
s6030,TV Show,Terrace House: Boys & Girls in the City,Japan,2016-04-01,2016,TV-14,2 Seasons,"International TV Shows, Reality TV"
s6031,TV Show,Terrace House: Opening New Doors,Japan,2019-03-12,2018,TV-14,6 Seasons,"International TV Shows, Reality TV"
s6032,TV Show,Terrace House: Tokyo 2019-2020,Japan,2020-08-10,2019,TV-MA,2 Seasons,"International TV Shows, Reality TV"
s6034,TV Show,Terrorism Close Calls,"United States, Czech Republic",2018-10-26,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s6037,TV Show,Th Eena Meena Deeka Chase Comedy Show,India,2018-03-31,2015,TV-Y7,1 Season,"Kids' TV, TV Comedies"
s6039,TV Show,Thackeray,India,2019-05-25,2019,TV-MA,1 Season,TV Shows
s6044,TV Show,That '70s Show,United States,2017-11-01,2005,TV-14,8 Seasons,TV Comedies
s6046,TV Show,"That Winter, the Wind Blows",South Korea,2019-04-01,2013,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s6047,TV Show,The 10 Sins,,2019-03-22,2018,TV-14,1 Season,"International TV Shows, TV Dramas"
s6048,TV Show,The 100,"United States, Canada",2020-10-08,2020,TV-14,7 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s6051,TV Show,The 2000s,United States,2019-02-19,2018,TV-MA,1 Season,Docuseries
s6056,TV Show,The 43,,2019-02-15,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s6057,TV Show,The 4400,"United States, United Kingdom",2013-09-01,2007,TV-14,4 Seasons,"TV Dramas, TV Mysteries, TV Sci-Fi & Fantasy"
s6060,TV Show,The A List,United Kingdom,2019-08-30,2018,TV-PG,1 Season,"British TV Shows, International TV Shows, TV Dramas"
s6064,TV Show,The Adjusters,,2017-09-18,2010,TV-PG,2 Seasons,"International TV Shows, TV Dramas"
s6066,TV Show,The Adventures of Figaro Pho,Australia,,2015,TV-Y7,2 Seasons,"Kids' TV, TV Comedies"
s6067,TV Show,The Adventures of Puss in Boots,United States,2018-01-26,2018,TV-Y7,6 Seasons,"Kids' TV, TV Comedies"
s6069,TV Show,The Adventures of Sonic the Hedgehog,"United States, Canada",2018-04-18,1993,TV-Y7,1 Season,Kids' TV
s6075,TV Show,The Alcàsser Murders,Spain,2019-06-15,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s6077,TV Show,The American Barbecue Showdown,United States,2020-09-18,2020,TV-G,1 Season,Reality TV
s6078,TV Show,The American Bible Challenge,United States,2020-06-15,2013,TV-G,2 Seasons,Reality TV
s6083,TV Show,The Andy Griffith Show,United States,2017-07-01,1967,TV-G,8 Seasons,"Classic & Cult TV, TV Comedies"
s6088,TV Show,The Apartment,Singapore,2018-12-14,2014,TV-PG,2 Seasons,"International TV Shows, Reality TV"
s6097,TV Show,The Assassination of Gianni Versace,United States,2019-03-06,2018,TV-MA,1 Season,"Crime TV Shows, TV Dramas, TV Thrillers"
s6102,TV Show,The Baby-Sitters Club,United States,2020-07-03,2020,TV-G,1 Season,"Kids' TV, TV Dramas"
s6105,TV Show,The Bachelor,,2019-12-01,2009,TV-14,1 Season,"Reality TV, Romantic TV Shows"
s6106,TV Show,The Bachelorette,United States,2020-12-01,2010,TV-14,1 Season,"Reality TV, Romantic TV Shows"
s6115,TV Show,The Barrier,Spain,2020-09-11,2020,TV-MA,1 Season,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s6122,TV Show,The Beat,,2017-09-18,2012,TV-MA,1 Season,"International TV Shows, TV Dramas"
s6125,TV Show,The Beginning of Life: The Series,Brazil,2016-11-11,2016,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV"
s6127,TV Show,The Bible's Buried Secrets,United Kingdom,2019-02-01,2011,TV-14,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
s6128,TV Show,The Big Catch,United Kingdom,2019-02-01,2015,TV-PG,1 Season,"British TV Shows, Reality TV"
s6129,TV Show,The Big Family Cooking Showdown,United Kingdom,2019-02-22,2018,TV-PG,2 Seasons,"British TV Shows, International TV Shows, Reality TV"
s6130,TV Show,The Big Flower Fight,United Kingdom,2020-05-18,2020,TV-PG,1 Season,"British TV Shows, International TV Shows, Reality TV"
s6131,TV Show,The Big Show Show,United States,2020-12-09,2020,TV-G,2 Seasons,"Kids' TV, TV Comedies"
s6141,TV Show,The Blacklist,United States,2020-09-18,2019,TV-14,7 Seasons,"Crime TV Shows, TV Dramas, TV Thrillers"
s6149,TV Show,The Blue Planet: A Natural History of the Oceans,United Kingdom,2015-10-10,2001,TV-G,1 Season,"British TV Shows, Docuseries, International TV Shows"
s6154,TV Show,The Bomb Squad,United Kingdom,2019-02-01,2011,TV-MA,1 Season,"British TV Shows, Docuseries"
s6155,TV Show,The Bonfire of Destiny,France,2019-12-26,2019,TV-MA,1 Season,"International TV Shows, TV Dramas"
s6158,TV Show,The Borgias,"United States, Hungary, Ireland, Canada",2014-02-01,2013,TV-MA,3 Seasons,TV Dramas
s6159,TV Show,The Boss Baby: Back in Business,United States,2020-11-17,2020,TV-Y7,4 Seasons,"Kids' TV, TV Comedies"
s6162,TV Show,The Boulet Brothers Dragula,United States,2019-11-01,2019,TV-MA,2 Seasons,Reality TV
s6175,TV Show,The Break,Belgium,2019-02-09,2018,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
s6176,TV Show,The Break with Michelle Wolf,United States,2018-05-27,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
s6180,TV Show,The Bride of Habaek,South Korea,2020-01-01,2017,TV-14,1 Season,"International TV Shows, Korean TV Shows, Romantic TV Shows"
s6189,TV Show,The Business of Drugs,United States,2020-07-14,2020,TV-MA,1 Season,Docuseries
s6194,TV Show,The Cabin with Bert Kreischer,United States,2020-10-13,2020,TV-MA,1 Season,"Reality TV, TV Comedies"
s6197,TV Show,The Calling,India,2019-04-01,2018,TV-MA,1 Season,"International TV Shows, Reality TV"
s6203,TV Show,The Casketeers,New Zealand,2019-06-21,2019,TV-14,2 Seasons,"International TV Shows, Reality TV"
s6204,TV Show,The Cat in the Hat Knows a Lot About That!,"Canada, United Kingdom, United States",2021-01-01,2014,TV-Y,1 Season,Kids' TV
s6207,TV Show,The Chalet,France,2018-04-17,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s6208,TV Show,The Challenge,United States,2020-12-15,2006,TV-14,2 Seasons,Reality TV
s6209,TV Show,The Charming Stepmom,,2019-11-29,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies"
s6211,TV Show,The Chase,United States,2020-06-15,2015,TV-PG,2 Seasons,Reality TV
s6212,TV Show,The Chef Show,United States,2020-09-24,2020,TV-MA,4 Seasons,Docuseries
s6213,TV Show,The Chefs' Line,Australia,2019-08-01,2017,TV-14,1 Season,"International TV Shows, Reality TV"
s6216,TV Show,The Chosen One,Brazil,2019-12-06,2019,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries"
s6223,TV Show,The Circle,"United States, United Kingdom",2020-01-01,2020,TV-MA,1 Season,Reality TV
s6224,TV Show,The Circle Brazil,"Brazil, United Kingdom",2020-03-11,2020,TV-MA,1 Season,"International TV Shows, Reality TV"
s6225,TV Show,The Circle France,,2020-04-09,2020,TV-MA,1 Season,"International TV Shows, Reality TV"
s6230,TV Show,The Club,Mexico,2019-11-15,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s6231,TV Show,The Code,United Kingdom,2018-02-01,2011,TV-PG,1 Season,"British TV Shows, Docuseries, International TV Shows"
s6233,TV Show,The Comedy Lineup,United States,2018-08-31,2018,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies"
s6238,TV Show,The Confession Killer,United States,2019-12-06,2019,TV-14,1 Season,"Crime TV Shows, Docuseries"
s6239,TV Show,The Confession Tapes,United States,2019-06-21,2019,TV-MA,2 Seasons,"Crime TV Shows, Docuseries"
s6241,TV Show,The Confrontation,,2019-03-08,2018,TV-PG,1 Season,"International TV Shows, TV Dramas"
s6245,TV Show,The Could’ve-Gone-All-the-Way Committee,Japan,2018-08-01,2018,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s6247,TV Show,The Cravings,South Korea,2017-04-20,2016,TV-14,2 Seasons,"International TV Shows, Korean TV Shows, TV Comedies"
s6249,TV Show,The Creative Indians,India,2020-08-24,2020,TV-MA,2 Seasons,"Docuseries, International TV Shows"
s6251,TV Show,The Crime,Poland,2019-11-26,2015,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, TV Dramas"
s6255,TV Show,The Crown,"United Kingdom, United States",2020-11-15,2020,TV-MA,4 Seasons,"British TV Shows, International TV Shows, TV Dramas"
s6259,TV Show,The Cuba Libre Story,"France, Germany",2016-12-08,2015,TV-14,1 Season,"Docuseries, International TV Shows"
s6260,TV Show,The Curious Creations of Christine McConnell,United States,2018-10-12,2018,TV-PG,1 Season,"TV Comedies, TV Mysteries"
s6261,TV Show,The Curse of Oak Island,United States,2019-09-15,2016,TV-PG,1 Season,"Docuseries, Science & Nature TV"
s6268,TV Show,The Dark Crystal: Age of Resistance,"United Kingdom, United States",2019-08-30,2019,TV-PG,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s6274,TV Show,The Day I Met El Chapo,United States,2017-10-20,2017,TV-MA,1 Season,"Crime TV Shows, Docuseries, International TV Shows"
s6275,TV Show,The Day My Butt Went Psycho!,"Canada, Australia",2015-06-30,2015,TV-Y7,2 Seasons,"Kids' TV, TV Comedies"
s6277,TV Show,The Day Will Come,Denmark,2017-06-01,2016,TV-14,1 Season,"International TV Shows, TV Dramas"
s6285,TV Show,The Deep,"Canada, Australia",2019-11-01,2019,TV-Y7,3 Seasons,Kids' TV
s6286,TV Show,The Defected,"China, Hong Kong",2019-05-12,2019,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s6287,TV Show,The Degenerates,,2019-12-31,2019,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies"
s6295,TV Show,The Devil Is a Part-Timer!,Japan,2019-04-01,2013,TV-14,1 Season,Anime Series
s6296,TV Show,The Devil Next Door,United States,2019-11-04,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s6297,TV Show,The Devil Punisher,Taiwan,2020-10-26,2020,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Mysteries"
s6302,TV Show,The Disappearance of Madeleine McCann,,2019-03-15,2019,TV-14,1 Season,"Crime TV Shows, Docuseries"
s6304,TV Show,The Disastrous Life of Saiki K.,Japan,2019-03-01,2018,TV-14,3 Seasons,"Anime Series, International TV Shows, Teen TV Shows"
s6305,TV Show,The Disastrous Life of Saiki K.: Reawakened,Japan,2019-12-30,2019,TV-14,1 Season,"Anime Series, International TV Shows"
s6311,TV Show,The Dragon Prince,"United States, Canada",2019-11-22,2019,TV-Y7,3 Seasons,"Kids' TV, TV Action & Adventure, TV Sci-Fi & Fantasy"
s6312,TV Show,The Dream Catchers,Singapore,2017-10-01,2009,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s6313,TV Show,The Dream Job,Singapore,2017-06-01,2016,TV-14,1 Season,"International TV Shows, TV Dramas"
s6317,TV Show,The Drunk and on Drugs Happy Funtime Hour,Canada,2018-08-24,2011,TV-MA,1 Season,"International TV Shows, TV Comedies"
s6318,TV Show,The Duchess,United Kingdom,2020-09-11,2020,TV-MA,1 Season,"British TV Shows, International TV Shows, TV Comedies"
s6322,TV Show,The Eagle of El-Se'eed,,2019-03-25,2018,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Action & Adventure"
s6323,TV Show,The Eddy,"United Kingdom, Germany, United States, France",2020-05-08,2020,TV-MA,1 Season,"International TV Shows, TV Dramas"
s6327,TV Show,The Eighties,United States,2018-09-30,2016,TV-PG,1 Season,Docuseries
s6331,TV Show,The End of the F***ing World,United Kingdom,2019-11-05,2019,TV-MA,2 Seasons,"British TV Shows, International TV Shows, TV Comedies"
s6335,TV Show,The English Game,United Kingdom,2020-03-20,2020,TV-14,1 Season,"British TV Shows, International TV Shows, TV Dramas"
s6336,TV Show,The Epic Tales of Captain Underpants,United States,2019-07-19,2019,TV-Y7,3 Seasons,"Kids' TV, TV Comedies"
s6337,TV Show,The Epic Tales of Captain Underpants in Space,United States,2020-07-10,2020,TV-Y7,1 Season,"Kids' TV, TV Action & Adventure, TV Comedies"
s6340,TV Show,The Expanding Universe of Ashley Garcia,United States,2020-12-09,2020,TV-PG,3 Seasons,"Kids' TV, TV Comedies, Teen TV Shows"
s6344,TV Show,The Family Court,,2017-11-01,2010,TV-MA,1 Season,"International TV Shows, TV Dramas"
s6345,TV Show,The Fear,United Kingdom,2017-03-31,2012,TV-MA,1 Season,"British TV Shows, Crime TV Shows, TV Dramas"
s6348,TV Show,The Fierce Wife,Taiwan,2016-09-01,2010,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas"
s6352,TV Show,The Final Table,United States,2018-11-20,2018,TV-PG,1 Season,Reality TV
s6357,TV Show,The Five,United Kingdom,2017-09-15,2016,TV-MA,1 Season,"British TV Shows, Crime TV Shows, TV Dramas"
s6359,TV Show,The Fix,United States,2018-12-14,2018,TV-MA,1 Season,TV Comedies
s6360,TV Show,The Flash,United States,2020-05-20,2019,TV-14,6 Seasons,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy"
s6370,TV Show,The Forest of Love: Deep Cut,Japan,2020-04-30,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s6373,TV Show,The Fosters,United States,2017-10-05,2017,TV-14,5 Seasons,TV Dramas
s6375,TV Show,The Frankenstein Chronicles,United Kingdom,2018-02-20,2017,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, International TV Shows"
s6377,TV Show,The Frozen Dead,France,2018-01-01,2017,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s6380,TV Show,The Furchester Hotel,"United Kingdom, United States",2017-02-01,2015,TV-Y,2 Seasons,"British TV Shows, Kids' TV"
s6382,TV Show,The Future of Water,Norway,2016-07-01,2007,TV-PG,1 Season,"Docuseries, International TV Shows, Science & Nature TV"
s6383,TV Show,The Game,United States,2020-08-15,2008,TV-14,3 Seasons,"Romantic TV Shows, TV Comedies, TV Dramas"
s6386,TV Show,The Garfield Show,"France, United States",2020-11-01,2018,TV-Y,4 Seasons,"Kids' TV, TV Comedies"
s6389,TV Show,The Get Down,United States,2017-04-07,2017,TV-MA,2 Seasons,TV Dramas
s6391,TV Show,The Ghost Bride,"Taiwan, Malaysia",2020-01-23,2020,TV-14,1 Season,"International TV Shows, TV Dramas, TV Mysteries"
s6394,TV Show,The Gift,Turkey,2020-09-10,2020,TV-MA,2 Seasons,"International TV Shows, TV Dramas, TV Mysteries"
s6398,TV Show,The Golden Path,,2017-11-01,2007,TV-MA,1 Season,"International TV Shows, TV Dramas"
s6399,TV Show,The Golden Years with Javed Akhtar,India,2017-06-01,2016,TV-G,1 Season,"Docuseries, International TV Shows"
s6401,TV Show,The Good Bandit,Colombia,2019-08-30,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s6403,TV Show,The Good Cop,United States,2018-09-21,2018,TV-14,1 Season,"Crime TV Shows, TV Comedies, TV Dramas"
s6404,TV Show,The Good Detective,South Korea,2020-11-01,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas"
s6406,TV Show,The Good Place,United States,2020-09-26,2020,TV-14,4 Seasons,TV Comedies
s6408,TV Show,The goop lab with Gwyneth Paltrow,United States,2020-01-24,2020,TV-MA,1 Season,Reality TV
s6413,TV Show,The Governor,Nigeria,2020-08-08,2016,TV-14,1 Season,"International TV Shows, TV Dramas"
s6416,TV Show,The Great British Baking Show,United Kingdom,2020-09-25,2020,TV-14,8 Seasons,"British TV Shows, Reality TV"
s6417,TV Show,The Great British Baking Show: Holidays,,2020-12-04,2020,TV-14,3 Seasons,"British TV Shows, Reality TV"
s6418,TV Show,The Great British Baking Show: Masterclass,United Kingdom,2018-12-01,2018,TV-PG,4 Seasons,"British TV Shows, Reality TV"
s6419,TV Show,The Great British Baking Show: The Beginnings,,2018-11-01,2012,TV-PG,1 Season,"British TV Shows, Reality TV"
s6422,TV Show,The Great Heist,Colombia,2020-08-14,2020,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s6425,TV Show,The Great Train Robbery,United Kingdom,2017-03-31,2013,NR,1 Season,"British TV Shows, Crime TV Shows, International TV Shows"
s6430,TV Show,The Guest,South Korea,2020-12-01,2018,TV-14,1 Season,"International TV Shows, TV Horror, TV Mysteries"
s6431,TV Show,The Guild,United States,2019-03-02,2013,TV-MA,1 Season,TV Comedies
s6436,TV Show,The Hateful Eight: Extended Version,,2019-04-25,2015,R,1 Season,TV Shows
s6439,TV Show,The Haunted Hathaways,United States,2021-01-01,2013,TV-G,2 Seasons,"Kids' TV, TV Comedies, TV Sci-Fi & Fantasy"
s6440,TV Show,The Haunting of Bly Manor,United States,2020-10-09,2020,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries"
s6441,TV Show,The Haunting of Hill House,United States,2018-10-12,2018,TV-MA,1 Season,"TV Dramas, TV Horror, TV Mysteries"
s6444,TV Show,The Healing Powers of Dude,,2020-01-13,2020,TV-G,1 Season,"Kids' TV, TV Comedies, TV Dramas"
s6454,TV Show,The Hockey Girls,Spain,2019-09-20,2019,TV-MA,1 Season,"International TV Shows, TV Comedies, TV Dramas"
s6456,TV Show,The Holiday Movies That Made Us,United States,2020-12-01,2020,TV-PG,1 Season,Docuseries
s6457,TV Show,The Hollow,Canada,2020-05-08,2020,TV-Y7,2 Seasons,"Kids' TV, TV Thrillers"
s6459,TV Show,The Hollywood Masters,United States,2018-10-23,2017,TV-MA,3 Seasons,Stand-Up Comedy & Talk Shows
s6461,TV Show,The Homecoming,,2017-06-02,2015,TV-PG,1 Season,"International TV Shows, Korean TV Shows, Reality TV"
s6462,TV Show,The Honeymoon Stand Up Special,United States,2018-04-17,2018,TV-MA,1 Season,"Stand-Up Comedy & Talk Shows, TV Comedies"
s6463,TV Show,The Hook Up Plan,France,2019-10-11,2020,TV-MA,2 Seasons,"International TV Shows, Romantic TV Shows, TV Comedies"
s6465,TV Show,The House of Flowers,Mexico,2020-04-23,2020,TV-MA,3 Seasons,"International TV Shows, Spanish-Language TV Shows, TV Comedies"
s6468,TV Show,The House That Made Me,India,2017-03-31,2015,TV-PG,3 Seasons,"International TV Shows, Reality TV"
s6474,TV Show,The Hunt,United Kingdom,2017-05-14,2015,TV-PG,1 Season,"British TV Shows, Docuseries, Science & Nature TV"
s6477,TV Show,The I-Land,United States,2019-09-12,2019,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy"
s6478,TV Show,The Idhun Chronicles,Spain,2021-01-08,2021,TV-14,2 Seasons,"Anime Series, International TV Shows, Spanish-Language TV Shows"
s6479,TV Show,The Iliza Shlesinger Sketch Show,United States,2020-04-01,2020,TV-MA,1 Season,TV Comedies
s6482,TV Show,The In-Laws,Singapore,2017-08-01,2011,TV-14,1 Season,"International TV Shows, TV Dramas"
s6483,TV Show,The InBESTigators,Australia,2020-01-10,2020,TV-Y,2 Seasons,"Kids' TV, TV Comedies"
s6484,TV Show,The Inbetweeners,United Kingdom,2018-01-01,2010,TV-MA,3 Seasons,"British TV Shows, TV Comedies"
s6489,TV Show,The Indian Detective,"Canada, Germany, South Africa",2017-12-19,2017,TV-14,1 Season,"Crime TV Shows, International TV Shows, TV Comedies"
s6493,TV Show,The Inmate,Mexico,2019-09-26,2018,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s6494,TV Show,The Innocence Files,United States,2020-04-15,2020,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s6495,TV Show,The Innocent Man,United States,2018-12-14,2018,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s6496,TV Show,The Innocents,United Kingdom,2018-08-24,2018,TV-MA,1 Season,"British TV Shows, International TV Shows, Romantic TV Shows"
s6503,TV Show,The Investigator: A British Crime Story,United Kingdom,2020-03-05,2018,TV-MA,2 Seasons,"British TV Shows, Crime TV Shows, Docuseries"
s6507,TV Show,The Irish Mob,,2016-12-01,2008,TV-MA,1 Season,"Crime TV Shows, Docuseries"
s6511,TV Show,The Irregular at Magic High School,Japan,2017-11-15,2014,TV-14,1 Season,"Anime Series, International TV Shows, Teen TV Shows"
s6513,TV Show,The IT Crowd,United Kingdom,2017-08-01,2013,TV-MA,5 Seasons,"British TV Shows, Classic & Cult TV, International TV Shows"
s6516,TV Show,The Jaime Maussan Show,United States,2017-12-01,2010,TV-PG,1 Season,"Docuseries, International TV Shows, Spanish-Language TV Shows"
