show_title,rating,votes,total_hours,total_views,weeks_in_top10,average_weekly_views_12m,average_weekly_views_4w,momentum_ratio,proven_demand_score,reliable_demand,demand_pattern,metadata_match_note,original_uk_audience,google_trends_average_12m,google_trends_average_4w,rights_status,current_platform,production_status,confirmed_release_date,estimated_viewers_low,estimated_viewers_base,estimated_viewers_high,projected_value_base_gbp,licence_cost_gbp,benefit_cost_ratio,projected_roi,break_even_viewers,recommendation
Single’s Inferno,7.099999904632568,1706,426780000,35600000.0,19,255769.23076923078,0.0,0.0,70.4298694707868,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3348713.4472507136,5151866.841924175,7212613.578693844,12879667.104810437,,,,,Shortlist for rights and cost research
Who Killed Sara?,6.400000095367432,14316,143610000,,4,0.0,0.0,,70.25138672186387,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3341462.58557572,5140711.670116492,7196996.338163088,12851779.175291229,,,,,Shortlist for rights and cost research
Hit & Run,6.099999904632568,36319,99510000,,4,0.0,0.0,,70.24380993518176,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3341154.7786167595,5140238.12094886,7196333.369328404,12850595.30237215,,,,,Shortlist for rights and cost research
Juvenile Justice,7.900000095367432,2978,146560000,1200000.0,8,23076.923076923078,0.0,0.0,70.13823891675466,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3336865.9559931583,5133639.932297166,7187095.905216033,12834099.830742916,,,,,Shortlist for rights and cost research
Disenchantment,7.199999809265137,61178,46290000,3600000.0,4,0.0,0.0,,70.02229153423002,True,More sustained evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3332155.5935780946,5126393.2208893765,7176950.5092451265,12815983.05222344,,,,,Shortlist for rights and cost research
Jeffrey Epstein: Filthy Rich,7.099999904632568,24527,74100000,19700000.0,4,301923.07692307694,0.0,0.0,70.0049279868482,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3331450.1994657083,5125307.999178013,7175431.198849218,12813269.997945033,,,,,Shortlist for rights and cost research
Workin' Moms,7.800000190734863,17710,65230000,,4,0.0,0.0,,69.70246758063378,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3319162.745463248,5106404.223789612,7148965.913305456,12766010.559474029,,,,,Shortlist for rights and cost research
The Circle,7.300000190734863,7026,88820000,3800000.0,7,0.0,0.0,,69.62128462280842,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3315864.687801592,5101330.288925526,7141862.404495736,12753325.722313814,,,,,Shortlist for rights and cost research
Cyberpunk: Edgerunners,8.600000381469727,15413,47750000,,4,0.0,0.0,,69.61790490523285,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3315727.3867750843,5101119.056577053,7141566.6792078735,12752797.641442632,,,,,Shortlist for rights and cost research
The Marked Heart,6.400000095367432,2012,526450000,,13,0.0,0.0,,69.4974988142259,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3310835.889327927,5093593.675889119,7131031.146244765,12733984.189722797,,,,,Shortlist for rights and cost research
Warrior Nun,6.900000095367432,31190,86030000,,3,0.0,0.0,,69.37387555714295,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3305813.694508933,5085867.222321435,7120214.111250008,12714668.055803588,,,,,Shortlist for rights and cost research
Unsolved Mysteries,7.300000190734863,9832,69690000,10500000.0,6,0.0,0.0,,69.36733209620695,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3305547.866408407,5085458.256012934,7119641.558418107,12713645.640032336,,,,,Shortlist for rights and cost research
Car Masters: Rust to Riches,8.399999618530273,10809,51730000,7200000.0,4,0.0,0.0,,68.7221272606512,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3279336.419963955,5045132.9537907,7063186.1353069795,12612832.384476751,,,,,Shortlist for rights and cost research
Welcome to Eden,5.5,4529,254460000,,10,0.0,0.0,,68.5884849007022,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3273907.1990910266,5036780.306293887,7051492.428811441,12591950.765734717,,,,,Shortlist for rights and cost research
Control Z,6.900000095367432,9294,89830000,,5,0.0,0.0,,68.49179080578234,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3269979.001484908,5030736.925361397,7043031.695505955,12576842.31340349,,,,,Shortlist for rights and cost research
Another Self,6.300000190734863,3124,218520000,15700000.0,13,90384.61538461539,0.0,0.0,68.38362325489676,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3265584.694730181,5023976.4534310475,7033567.034803466,12559941.133577619,,,,,Shortlist for rights and cost research
How to Sell Drugs Online (Fast),7.800000190734863,32396,38750000,3900000.0,4,0.0,0.0,,68.35957782058553,True,More sustained evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3264607.8489612876,5022473.613786596,7031463.059301234,12556184.03446649,,,,,Shortlist for rights and cost research
Turning Point: 9/11 and the War on Terror,8.0,9520,80680000,,3,0.0,0.0,,68.34709717256135,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3264100.8226353046,5021693.573285084,7030371.002599117,12554233.93321271,,,,,Shortlist for rights and cost research
First Kill,6.400000095367432,25843,97660000,,3,0.0,0.0,,68.13838251445135,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3255621.789649586,5008648.90715321,7012108.470014493,12521622.267883025,,,,,Shortlist for rights and cost research
Our Blues,8.600000381469727,1688,105150000,,9,0.0,0.0,,68.13439710069804,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3255459.882215858,5008399.818793627,7011759.746311078,12520999.546984069,,,,,Shortlist for rights and cost research
Record of Ragnarok,6.199999809265137,5162,150010000,14800000.0,8,198076.92307692306,0.0,0.0,68.1012846271808,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3254114.68797922,5006330.2891988,7008862.404878319,12515825.722997,,,,,Shortlist for rights and cost research
Heartbreak High,7.800000190734863,3208,105510000,9400000.0,7,46153.846153846156,0.0,0.0,68.02406180226245,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3250977.5107169123,5001503.862641403,7002105.407697964,12503759.656603508,,,,,Shortlist for rights and cost research
Little Women,8.600000381469727,469,163520000,,11,0.0,0.0,,67.94649951457532,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3247826.5427796226,4996656.219660957,6995318.70752534,12491640.549152393,,,,,Shortlist for rights and cost research
The Silent Sea,6.900000095367432,20373,89770000,,3,0.0,0.0,,67.94008845508806,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3247566.093487953,4996255.528443004,6994757.739820206,12490638.82110751,,,,,Shortlist for rights and cost research
Valeria,6.5,5840,98120000,6500000.0,9,0.0,0.0,,67.79481325119545,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3241664.288329815,4987175.828199715,6982046.159479601,12467939.570499288,,,,,Shortlist for rights and cost research
AlRawabi School for Girls,7.400000095367432,6061,73890000,5500000.0,6,0.0,0.0,,67.55407630672293,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3231884.3499606196,4972129.769170184,6960981.676838256,12430324.42292546,,,,,Shortlist for rights and cost research
Echoes,5.900000095367432,9383,144960000,,4,0.0,0.0,,67.52689326273895,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3230780.0387987704,4970430.828921185,6958603.160489659,12426077.072302962,,,,,Shortlist for rights and cost research
D.P.,8.199999809265137,5445,64100000,6800000.0,5,0.0,0.0,,67.42481741771485,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3226633.2075946657,4964051.088607178,6949671.524050049,12410127.721517945,,,,,Shortlist for rights and cost research
Barbarians,7.199999809265137,24243,65620000,,3,0.0,0.0,,67.38235557880273,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3224908.195388861,4961397.223675171,6945956.113145239,12403493.059187926,,,,,Shortlist for rights and cost research
Tiger King,7.5,79047,46460000,,2,0.0,0.0,,66.97963784660894,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3208547.7875184882,4936227.365413059,6910718.311578281,12340568.413532646,,,,,Shortlist for rights and cost research
On My Block,7.900000095367432,16542,80880000,,2,0.0,0.0,,66.7683240701888,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3199963.1653514197,4923020.254386799,6892228.356141519,12307550.635966998,,,,,Shortlist for rights and cost research
Resident Evil,4.0,39033,173400000,,3,0.0,0.0,,65.81086747368572,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3161066.4911184823,4863179.217105357,6808450.9039475,12157948.042763393,,,,,Shortlist for rights and cost research
The Five Juanas,6.900000095367432,1876,177850000,,6,0.0,0.0,,65.80619078280672,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3160876.500551523,4862886.92392542,6808041.693495588,12157217.309813552,,,,,Shortlist for rights and cost research
"Good Morning, Verônica",7.5,4505,75520000,6600000.0,5,0.0,0.0,,65.69468975717628,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3156346.7713852865,4855918.1098235175,6798285.353752924,12139795.274558794,,,,,Shortlist for rights and cost research
Devil in Ohio,5.900000095367432,9786,135480000,,3,0.0,0.0,,65.55411220614708,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3150635.808374725,4847132.012884192,6785984.8180378685,12117830.03221048,,,,,Shortlist for rights and cost research
The Uncanny Counter,8.100000381469727,6413,50000000,6600000.0,4,0.0,0.0,,65.1631309998063,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3134752.196867131,4822695.687487894,6751773.962483051,12056739.218719734,,,,,Shortlist for rights and cost research
The 100,7.599999904632568,248827,26580000,,2,0.0,0.0,,65.15773029589917,False,Mixed or limited evidence,Exact cleaned title - verify remakes,,,,Unconfirmed,Current UK platform unverified,Research required,,3134532.7932709046,4822358.143493699,6751301.400891178,12055895.358734246,,,,,Shortlist for rights and cost research
